product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
8019,Thuốc nhỏ mắt Simbrinza Novartis hỗ trợ giảm áp lực nội nhãn (5ml),Thuốc nhỏ mắt,">>Thuốc>>Thuốc Mắt, Tai, Mũi, Họng>>Thuốc nhỏ mắt",Hỗn dịch nhỏ mắt Simbrinza chỉ định điều trị trong các trường hợp sau:,"<span class=""css-1l7n2ui"">Brimonidin tartrat, </span><a class=""text-blue-500"" href=""/thanh-phan/brinzolamide""><span class=""css-1l7n2ui"">Brinzolamide</span></a>",VN3-207-19	,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/simbrinza_f22ece7d3c.jpg,https://nhathuoclongchau.com.vn/thuoc/simbrinza-novartis-5ml-36380.html
