product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
6865,Thuốc bột Montegol Kids Glomed phòng và điều trị hen phế quản mạn tính (10 gói x 4g)	,Thuốc trị hen suyễn,>>Thuốc>>Thuốc hô hấp>>Thuốc trị hen suyễn,Thuốc Montegold Kids được chỉ định dùng trong các trường hợp sau:,"<a class=""text-blue-500"" href=""/thanh-phan/montelukast""><span class=""css-1l7n2ui"">Montelukast</span></a>",VD-21283-14,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013510_montegol_kids_4g_glomed_10_goi_2429_62c5_large_0028f3a47b.jpg,https://nhathuoclongchau.com.vn/thuoc/montegol-kids-4g-glomed-10-goi-15999.html
