product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
4907,Kem bôi da Axcel Miconazole cream điều trị nhiễm nấm ngoài da (15g)	,Thuốc bôi ngoài da,>>Thuốc>>Thuốc da liễu>>Thuốc bôi ngoài da,"Thuốc Axcel Miconazole Cream 15 gm được chỉ định dùng ngoài da để điều trị các bệnh do nấm chủ yếu là nhiễm nấm<em> <a href=""https://nhathuoclongchau.com.vn/benh/nhiem-candida-197.html"">Candida</a> </em>như nhiễm<em> Candida </em>da, niêm mạc, bệnh da do nấm và bệnh vảy phấn hồng.","<span class=""css-1l7n2ui"">Miconazole nitrate</span>",VN-5127-10,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00001021_axcel_miconazole_cream_15gm_5512_6127_large_b03896ad4f.jpg,https://nhathuoclongchau.com.vn/thuoc/axcel-miconazole-cream-15gm-17839.html
