product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
5272,Thuốc Waisan 50mg Bidiphar cải thiện triệu chứng tăng trương lực cơ (10 vỉ x 10 viên) ,Thuốc xương khớp,>>Thuốc>>Cơ - xương - khớp>>Thuốc xương khớp,"<a href=""https://nhathuoclongchau.com.vn/thuoc/waisan-50mg-bidiphar-10x10-29326.html"">Thuốc Waisan 50mg</a> được chỉ định dùng trong các trường hợp sau:","<a class=""text-blue-500"" href=""/thanh-phan/eperisone""><span class=""css-1l7n2ui"">Eperisone</span></a>",Việt Nam,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5785_b6ce300f41.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5786_16da77a0b2.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5787_5a309aa32f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5788_d31921d91f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5789_399f960752.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5791_33836e12d2.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5792_2081b633df.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/waisan_1_ed99ea55b8.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/waisan_2_2a48857661.jpg,https://nhathuoclongchau.com.vn/thuoc/waisan-50mg-bidiphar-10x10-29326.html
