product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
10643,"Thuốc Amlodipin PMP 5mg Pymepharco điều trị tăng huyết áp, đau thắt ngực (3 vỉ x 10 viên)",Thuốc tim mạch huyết áp,>>Thuốc>>Thuốc tim mạch &amp; máu>>Thuốc tim mạch huyết áp,Tăng huyết áp &amp; thiếu máu cơ tim kèm đau thắt ngực ổn định.,"<a class=""text-blue-500"" href=""/thanh-phan/amlodipine""><span class=""css-1l7n2ui"">Amlodipine</span></a>",Việt Nam,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00000719_amlodipin_5_pmp_7636_5b71_large_ae1903e624.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00000719_amlodipin_5_pmp_3852_5b71_large_2bddb43e17.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00000719_amlodipin_5_pmp_8113_5b71_large_4b7e47a99c.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00000719_amlodipin_5_pmp_8693_5b71_large_e6c08519fc.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00000719_amlodipin_5_pmp_6447_5b71_large_8fde024760.JPG,https://nhathuoclongchau.com.vn/thuoc/amlodipin-5-pmp-4748.html
