product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
7494,"Viên nén Pizar-3 DaViPharm điều trị các bệnh nhiễm trùng do ký sinh trùng, giun chỉ (1 vỉ x 4 viên)	",Thuốc trị giun sán,">>Thuốc>>Thuốc kháng sinh, kháng nấm>>Thuốc trị giun sán",<strong>Thuốc Pizar 3</strong> được chỉ định dùng trong các trường hợp sau:,"<a class=""text-blue-500"" href=""/thanh-phan/ivermectin""><span class=""css-1l7n2ui"">Ivermectin</span></a>",Việt Nam,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_5335_5b72_large_cf743e3105.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_1625390687_90b66b78b4.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_3042_5b72_large_9670ea41ac.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_5420_5b72_large_fb6af48693.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/smalls/00005993_pizar_3_9400_5b72_large_1a3386539a.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_2744_5b72_large_0f89a98845.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_9356_60e1_large_e5d17a291b.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00005993_pizar_3_2095_60e1_large_dfbbe1b0dd.jpg,https://nhathuoclongchau.com.vn/thuoc/pizar-3-2587.html
