product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
10063,Viên nang cứng Nikoramyl 5 Hà Tây phòng và điều trị cơn đau thắt ngực (3 vỉ x 10 viên) ,Thuốc tim mạch huyết áp,>>Thuốc>>Thuốc tim mạch &amp; máu>>Thuốc tim mạch huyết áp,"Kiểm soát dài hạn <a href=""https://nhathuoclongchau.com.vn/benh/benh-mach-vanh-598.html"">bệnh mạch vành</a>.","<a class=""text-blue-500"" href=""/thanh-phan/nicorandil""><span class=""css-1l7n2ui"">Nicorandil</span></a>",Việt Nam,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6461_89fdcd47e3.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/nikoramyl_5_e2e2aa2967.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6462_e3d0f26ff0.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6463_cb8216c1ed.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6464_93b3aa64f8.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6465_a17e676044.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6467_c653fd8f65.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_6468_78007ac6ee.jpg,https://nhathuoclongchau.com.vn/thuoc/nikoramyl-5-ha-tay-3x10-20742.html
