product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2460,"Dầu gội Ducray Argeal Shampoo dạng kem giúp tóc hết nhờn, hết bết dính và xẹp tóc (200ml)",Dầu gội dầu xả,>>Dược mỹ phẩm>>Chăm sóc tóc - da đầu>>Dầu gội dầu xả,"Dầu gội Ducray Argeal&nbsp;&nbsp;hấp thu bã nhờn và cân bằng sự sản xuất bã nhờn của da đầu, ngăn chúng tích tụ lên tóc.&nbsp;Giúp tóc hết nhờn, hết&nbsp;bết dính và xẹp tóc.&nbsp;Mái tóc của bạn sẽ luôn sạch thoáng và nhẹ tênh,&nbsp;trở nên mềm mại hơn.","<p>Dầu gội Ducray Argeal&nbsp;&nbsp;hấp thu bã nhờn và cân bằng sự sản xuất bã nhờn của da đầu, ngăn chúng tích tụ lên tóc.&nbsp;Giúp tóc hết nhờn, hết&nbsp;bết dính và xẹp tóc.&nbsp;Mái tóc của bạn sẽ luôn sạch thoáng và nhẹ tênh,&nbsp;trở nên mềm mại hơn.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010581_ducray_argeal_shampoo_200ml_dau_goi_dang_kem_cho_da_dau_nhon_2777_6365_large_fcc08c04c3.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010581_ducray_argeal_shampoo_200ml_dau_goi_dang_kem_cho_da_dau_nhon_7514_6365_large_88841fecdb.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/ducray-argeal-shampoo-200ml-dau-goi-dang-kem-cho-da-dau-nhon-953.html
