product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2746,"Kem rửa mặt Hada Labo Pro Anti Aging giúp rửa sạch lớp tế bào chết, bụi bẩn, chống lão hóa (80g)","Sữa rửa mặt (Kem, gel, sữa)",">>Dược mỹ phẩm>>Chăm sóc da mặt>>Sữa rửa mặt (Kem, gel, sữa)","Làm sạch lớp tế bào chết, bụi bẩn, bã nhờn ẩn sâu trong lỗ chân lông.","<p style=""text-align:justify;"">Kem rửa mặt chống lão hóa&nbsp;Hada Labo Pro Anti Aging 80g giúp&nbsp;nhẹ nhàng rửa sạch lớp tế bào chết, bụi bẩn, bã nhờn ẩn sâu trong lỗ chân lông.&nbsp;Collagen Plus (Collagen &amp; Collaplus) - Retinol&nbsp;tăng tạo collagen, elastin, hạn chế hình thành sắc tố melanin, dưỡng da săn chắc &amp; tươi sáng.&nbsp;HA, SHA &amp; Nano HA&nbsp;dưỡng ẩm sâu, tái tạo cấu trúc đàn hồi, khắc phục tình trạng khô sạm da.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00003589_hada_labo_pro_anti_aging_80g_2457_6127_large_51fc61bbbd.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/hada-labo-pro-anti-aging-80g-17231.html
