product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2437,Sữa rửa mặt La Roche-Posay Effaclar Foaming Cream hỗ trợ làm sạch sâu và nhẹ nhàng thanh tẩy làn da (125ml),Chăm sóc da mặt,>>Dược mỹ phẩm>>Chăm sóc da mặt,"La Roche-Posay Effaclar Foaming Cream giúp làm sạch sâu và nhẹ nhàng thanh tẩy làn da cho da dầu, da có tình trạng<a href=""https://nhathuoclongchau.com.vn/bai-viet/8-thoi-quen-xau-gay-tac-lo-chan-long-46103.html""> lỗ chân lông bị tắt nghẽn</a> và mụn đầu đen.","<p style=""text-align:justify;"">La Roche-Posay Effaclar Foaming Cream giúp làm sạch sâu và nhẹ nhàng thanh tẩy làn da&nbsp;cho da dầu, da có tình trạng lỗ chân lông bị tắt nghẽn và&nbsp;mụn đầu đen.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/13492_sua_rua_mat_la_roche_posay_se_khit_lo_chan_long_4071_599f_large_8aa5eef3d3.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/13492_sua_rua_mat_la_roche_posay_se_khit_lo_chan_long_4154_599f_large_0c5561f11f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/13492_sua_rua_mat_la_roche_posay_se_khit_lo_chan_long_6435_599f_large_3a9aafcac0.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/sua-rua-mat-la-roche-posay-se-khit-lo-chan-long-587.html
