product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2759,"Sữa rửa mặt Hada Labo Perfect White Arbutin Cleanser giúp loại bỏ lớp tế bào chết, bụi bẩn (80g)","Sữa rửa mặt (Kem, gel, sữa)",">>Dược mỹ phẩm>>Chăm sóc da mặt>>Sữa rửa mặt (Kem, gel, sữa)","Nhẹ nhàng làm sạch, loại bỏ các bụi bẩn dầu thừa sâu trong lỗ chân lông.","<p style=""text-align:justify;"">Sữa rửa mặt trắng da&nbsp;Hada Labo Perfect White Cleanser&nbsp;với Công nghệ Amino Acid&nbsp;nhẹ nhàng loại bỏ lớp tế bào chết, bụi bẩn.&nbsp;Arbutin&nbsp;tinh khiết, Vitamin C và B3 dưỡng trắng các vùng da sậm màu.&nbsp;HA và Nano HA&nbsp;cung cấp độ ẩm toàn diện.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016644_kem_rua_mat_duong_trang_hada_labo_perfect_white_80g_3219_5c90_large_1f9ca509a6.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/kem-rua-mat-duong-trang-hada-labo-perfect-white-80g-17836.html
