product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
1652,"Viên uống Vitamin A-D Phúc Vinh hỗ trợ điều trị còi xương, suy dinh dưỡng (10 vỉ x 10 viên)",Vitamin &amp; Khoáng chất,>>Thực phẩm chức năng>>Vitamin &amp; Khoáng chất,"Vitamin A-D Phúc Vinh bổ sung vitamin A, D; giúp phòng ngừa thiếu vitamin A, D cho trẻ em, phụ nữ đang mang thai hoặc cho con bú, người cao tuổi.",CÔNG TY CỔ PHẦN DƯỢC PHÚC VINH,7499/2018/ÐKSP,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00020425_vitamin_a_d_phuc_vinh_10x10_5116_60a6_large_0357de3292.png,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vitamin-a-d-phuc-vinh-10x10-20628.html
