product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
1961,"Chai xịt nóng Starbalm Warm Spray phòng tránh chấn thương cho người có tiền sử bong gân, chuột rút (150ml)",Massage,>>Dược mỹ phẩm>>Chăm sóc cơ thể>>Massage,"Làm ấm bắp thịt trước khi vận động. Thích hợp phòng tránh chấn thương cho người có tiền sử bong gân, chuột rút, hạn chế đau nhức do lâu ngày không vận động",Hà Lan,,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_7878_62af_large_4a6d77550b.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_1655693740_86aeee18f4.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_7346_62af_large_8c92b07d28.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_2022_62af_large_da53761ccd.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_8699_62af_large_a84f361eec.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00028926_chai_xit_nong_starbalm_warm_spray_150ml_6507_62af_large_35c9c54fda.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/chai-xit-nong-starbalm-warm-spray-150ml-29220.html
