product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2673,Nước tẩy trang La Roche-Posay Micellar Water Ultra Sensitive Skin hỗ trợ làm sạch sâu vượt trội (100ml),"Nước tẩy trang, dầu tẩy trang",">>Dược mỹ phẩm>>Chăm sóc da mặt>>Nước tẩy trang, dầu tẩy trang","Nước tẩy trang cho da nhạy cảm La Roche-Posay Micellar Water Ultra Sensitive Skin giúp&nbsp;làm sạch sâu vượt trội,&nbsp;lấy đi bụi bẩn, bã nhờn và lớp trang điểm nhưng vẫn an toàn cho làn da.","<p style=""text-align:justify;"">Nước tẩy trang cho da nhạy cảm La Roche-Posay Micellar Water Ultra Sensitive Skin giúp&nbsp;làm sạch sâu vượt trội,&nbsp;lấy đi bụi bẩn, bã nhờn và lớp trang điểm nhưng vẫn an toàn cho làn da.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014387_nuoc_tay_trang_lam_sach_sau_da_nhay_cam_la_roche_posay_100ml_4748_5c8f_large_72f5ab9708.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/14387_nuoc_tay_trang_lam_sach_sau_da_nhay_cam_la_roche_posay_100ml_8990_59a9_large_5421e12d32.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/nuoc-tay-trang-lam-sach-sau-da-nhay-cam-la-roche-posay-100ml-869.html
