product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2275,"Kem dưỡng da mặt Ziaja Med Atopic Skin Dermatological Formula Face Cream giúp dưỡng ẩm&nbsp;và&nbsp;làm mềm da, giảm khô da (50ml)",Chăm sóc cơ thể,>>Dược mỹ phẩm>>Chăm sóc cơ thể,"Ziaja Med Atopic Skin Dermatological Formula Face Cream giúp dưỡng ẩm và làm mềm da, giảm khô da.",Ba Lan,,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/1232323_ad763a3a53.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/ziaja-med-atopic-skin-dermatological-formula-50ml-cream-diu-nhe-duong-am-28632.html
