product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
985,"Viên uống Hoạt Huyết Vina Thái Dương giúp bổ huyết, hoạt huyết tăng cường lưu thông máu (5 vỉ x 6 viên)",Tuần hoàn máu,>>Thực phẩm chức năng>>Thần kinh não>>Tuần hoàn máu,Hoạt Huyết Vina - Thái Dương được chỉ định sử dụng trong trường hợp:,Việt Nam,"<p>Hoạt Huyết Vina - Thái Dương của công ty cổ phần dược phẩm Sao Thái Dương, thành phần chính độc hoạt; tang ký sinh; phòng phong; tần giao; quế chi; ngưu tất; đỗ trọng; đương quy; bạch thược; cam thảo; xuyên khung; sinh địa; đảng sâm; phụ tử chế, cao đậu tương lên men. Dùng để giúp bổ huyết, hoạt huyết, tan huyết bầm, tăng cường lưu thông máu, giúp phòng tái phát và hỗ trợ các liệu pháp điều trị các chứng đau lưng, tê nhức, tê bì tay chân, đau mỏi vai gáy, nhức mỏi buồn bẳn trong xương. Hộp 10 vỉ x 6 viên.</p>",***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014776_hoat_huyet_vina_thai_duong_8131_5b4c_large_9a25bbae1d.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014776_hoat_huyet_vina_thai_duong_6536_5b4c_large_e405f7b382.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014776_hoat_huyet_vina_thai_duong_7249_5b4c_large_2a06b13dda.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014776_hoat_huyet_vina_thai_duong_5256_5b4c_large_9f05a96567.JPG,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/hoat-huyet-vina-thai-duong-5-x6.html
