product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
3683,"Chai xịt giảm đau kháng viêm Safefit Jet Spray giảm đau, kháng viêm trong căng cơ, bong gân (110ml)","Xịt giảm đau, kháng viêm",">>Thiết bị y tế>>Dụng cụ sơ cứu>>Xịt giảm đau, kháng viêm","Chai xịt giảm đau kháng viêm Safefit Jet Spray được d<span style=""-webkit-text-stroke-width:0px;display:inline !important;float:none;font-style:normal;font-variant-caps:normal;font-variant-ligatures:none;font-weight:400;letter-spacing:0.2px;orphans:2;text-align:start;text-decoration-color:initial;text-decoration-style:initial;text-decoration-thickness:initial;text-indent:0px;text-transform:none;white-space:pre-wrap;widows:2;word-spacing:0px;"">ùng giảm đau, kháng viêm trong các cơn đau liên quan đến căng cơ, bong gân, bầm tím, mỏi cơ, đau cơ, đau lưng, đau vai, viêm khớp, đau khớp.</span>",Việt Nam,Dạng xịt,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00053_b7179eb493.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00054_1_d54ccfcd2a.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00054_4814421044.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00066_a73d07733c.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00055_135096330a.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00069_02d6464bc9.jpg,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/chai-xit-giam-dau-khang-viem-safefit-jet-spray-110-ml-1.html
