product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
4123,Máy đo huyết áp bắp tay tự động Omron HEM-7121 lưu 30 kết quả đo gần nhất,Máy đo huyết áp,>>Thiết bị y tế>>Dụng cụ theo dõi>>Máy đo huyết áp,"Máy đo huyết áp tự động Omron Hem-7121 được dùng để&nbsp;kiểm tra huyết áp và nhịp tim&nbsp;một cách chủ động,&nbsp;nhanh chóng,&nbsp;đơn giản.&nbsp;",Nhật Bản,,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_5808_5c98_large_a781d480e5.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_1166_5c98_large_ff7467dbb1.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_1244_5c98_large_1560079299.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_7108_5c98_large_fe9b037267.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_7397_5c98_large_5b3b90e385.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00010162_may_do_ha_td_omron_hem_7121_8737_5c98_large_703fdc7e67.JPG,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/may-do-ha-td-omron-hem-7121-16506.html
