product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
3350,Bàn chải đánh răng Lipzo Kids2 dùng làm sạch răng và khoang miệng&nbsp;cho trẻ em từ 5 tuổi (1 cây),Chăm sóc răng miệng,>>Chăm sóc cá nhân>>Chăm sóc răng miệng,"Lipzo Kids 2 dùng làm sạch răng và khoang miệng cho trẻ em từ 5 tuổi, giúp hạn chế ngăn ngừa mảng bám gây <a href=""https://nhathuoclongchau.com.vn/bai-viet/sau-rang-gay-viem-xoang-va-cach-dieu-tri-42586.html"">sâu răng</a>.",,,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029557_ban_chai_danh_rang_lipzo_kid_s2_2345_600a_large_17b384b070.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029557_ban_chai_danh_rang_lipzo_kid_s2_5976_600a_large_92ca0c697c.JPG,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/ban-chai-danh-rang-lipzo-kid-s2-29821.html
