product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
747,"Viên uống 5-MTHF Robinson Pharma bổ sung vitamin, khoáng chất cho nữ mang thai (60 viên)",Vitamin &amp; Khoáng chất,>>Thực phẩm chức năng>>Vitamin &amp; Khoáng chất,"5-Mthf Robinson Pharma bổ sung 5-Methyltetrahydrofolate và <a href=""https://nhathuoclongchau.com.vn/bai-viet/multivitamin-la-gi-va-co-tac-dung-gi-46630.html"">Multivitamins</a>, hỗ trợ cho phụ nữ bị rối loạn chuyển hóa acid folic gây ảnh hưởng đến khả năng sinh sản.",Hộp 6 Vỉ x 10 Viên,"<span class=""css-1l7n2ui"">5-MTHF, </span><a class=""text-blue-500"" href=""/thanh-phan/vitamin-c""><span class=""css-1l7n2ui"">Vitamin C</span></a>, <a class=""text-blue-500"" href=""/thanh-phan/vitamin-d""><span class=""css-1l7n2ui"">Vitamin D</span></a>, <span class=""css-1l7n2ui"">Vitamin B6, </span><a class=""text-blue-500"" href=""/thanh-phan/vitamin-b12""><span class=""css-1l7n2ui"">Vitamin B12</span></a>, <span class=""css-1l7n2ui"">Canxi, </span><span class=""css-1l7n2ui"">Sắt, </span><span class=""css-1l7n2ui"">Magie, </span><span class=""css-1l7n2ui"">Kẽm</span>",***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07832_7c3e93b6c7.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07835_daa7dd2ff0.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07833_837bb38d92.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07834_3e5ff032c1.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07837_4a0623e6d0.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07838_1a2b8b0465.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07839_79dca90049.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07840_33a697e3cb.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07841_b35628e23a.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/5_mthf_30_1_e8952968c8.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/5_mthf_30_2_3d52594bd9.jpg,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/5-mthf-robinson-pharma-60v-00031850.html
