product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2565,"Kem IsisPharma Neotone Eyes giúp giảm quầng thâm, bọng mắt, dưỡng ẩm (15ml)","Trị quầng thâm, bọng mắt",">>Dược mỹ phẩm>>Chăm sóc da vùng mắt>>Trị quầng thâm, bọng mắt","Tác dụng 4 trong 1: Làm sáng, chống quầng thâm, chống mắt và làm dịu.","<p>Isis Neotone Eyes 15Ml là sản phẩm được phát triển đặc biệt cho vùng da nhạy cảm của vùng viền mắt,&nbsp;giúp&nbsp;làm giảm quầng thâm, mạch máu quanh mắt&nbsp;hiệu quả&nbsp;và đồng thời&nbsp;làm giảm bọng mắt. Nhờ sự kết hợp tối ưu của các thành phần hoạt chất đặc biệt giúp chăm sóc vùng da mắt hằng ngày, cũng như mang lại hiệu quả nhanh chóng cho những vùng cần điều trị&nbsp;và giữ ẩm.&nbsp;</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_3712_6193_large_1ff0caf4a7.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_1630212003_853122f41e.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_7180_6193_large_6ad6306edc.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_8890_6193_large_bae3c3c2cc.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_9414_6193_large_644621e861.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_4921_6193_large_800d933214.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022446_isis_neotone_eyes_15ml_4614_6193_large_e1d82e5f01.JPG,https://nhathuoclongchau.com.vn/duoc-my-pham/isis-neotone-eyes-15ml-22777.html
