product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2849,"Dầu gội đầu OGX Thick And Full + Biotin And Collagen Shampoo dành cho tóc yếu, tổn thương, gãy, rụng (385ml)",Dầu gội dầu xả,>>Dược mỹ phẩm>>Chăm sóc tóc - da đầu>>Dầu gội dầu xả,"Dầu Gội OGX&nbsp;Thick &amp; Full + Biotin &amp; Collagen Shampoo bổ sung Biotin và Collagen giúp làm dày và ngăn rụng tóc, hỗ trợ mọc tóc.","<p>Dầu Gội OGX&nbsp;Thick &amp; Full + Biotin &amp; Collagen Shampoo&nbsp;có công thức kết hợp giữa&nbsp;Biotin (Vitamin B7) và Collagen - hai dưỡng chất tuyệt vời dành cho mái tóc yếu, tổn thương, dễ gãy, rụng;&nbsp;có khả năng thẩm thấu vào từng sợi tóc giúp mái tóc dày hơn, bồng bềnh và luôn chắc khỏe.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032757_dau_goi_ogx_biotin_va_collagen_lam_day_toc_385ml_1659_6193_large_6b7b6df235.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032757_dau_goi_ogx_biotin_va_collagen_lam_day_toc_385ml_1637058548_a691666de7.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/dau-goi-ogx-biotin-va-collagen-lam-day-toc-385ml-32877.html
