product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2850,"Dầu xả OGX Thick And Full And Biotin And Collagen Conditioner làm dày tóc, khỏe và óng mượt (385ml)",Dầu gội dầu xả,>>Dược mỹ phẩm>>Chăm sóc tóc - da đầu>>Dầu gội dầu xả,"Dầu xả OGX Thick &amp; full + Biotin &amp; Collagen Conditioner&nbsp;hỗ trợ giảm gãy rụng, phục hồi tóc&nbsp;hư yếu nhanh chóng sau vài lần sử dụng.","<p>Dầu xả OGX Thick &amp; Full + Biotin &amp; Collagen Conditioner hỗ trợ tóc bóng, khỏe có sự kết hợp của hai thành phần chính Biotin và Collagen rất tốt cho tóc, khôi phục tóc yếu, hỗ trợ tóc bóng, khỏe, dày và suôn mượt.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032758_dau_xa_ogx_biotin_va_collagen_lam_day_toc_385ml_4906_6425_large_3fd216bdd9.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032758_dau_xa_ogx_biotin_va_collagen_lam_day_toc_385ml_1680173508_b6947569dc.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032758_dau_xa_ogx_biotin_va_collagen_lam_day_toc_385ml_9324_6425_large_4241157bfe.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00032758_dau_xa_ogx_biotin_va_collagen_lam_day_toc_385ml_3191_6425_large_3b37541aad.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/dau-xa-ogx-biotin-va-collagen-lam-day-toc-385ml-32878.html
