product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
4010,Dung dịch xịt mũi Humer 150 Nose Hygiene Urgo dùng để vệ sinh khoang mũi,Dụng cụ vệ sinh mũi,>>Thiết bị y tế>>Dụng cụ y tế>>Dụng cụ vệ sinh mũi,"<span style=""-webkit-text-stroke-width:0px;display:inline !important;float:none;font-style:normal;font-variant-caps:normal;font-variant-ligatures:normal;letter-spacing:normal;orphans:2;text-align:start;text-decoration-color:initial;text-decoration-style:initial;text-decoration-thickness:initial;text-indent:0px;text-transform:none;white-space:normal;widows:2;word-spacing:0px;"">Xịt mũi Humer 150 Nose Hygiene Urgo</span> <span style=""-webkit-text-stroke-width:0px;display:inline !important;float:none;font-style:normal;font-variant-caps:normal;font-variant-ligatures:none;font-weight:400;letter-spacing:0.2px;orphans:2;text-align:start;text-decoration-color:initial;text-decoration-style:initial;text-decoration-thickness:initial;text-indent:0px;text-transform:none;white-space:pre-wrap;widows:2;word-spacing:0px;"">được sử dụng để vệ sinh khoang mũi hằng ngày, hỗ trợ điều trị hoặc phòng ngừa </span><a href=""https://nhathuoclongchau.com.vn/bai-viet/cac-benh-ve-tai-mui-hong-thuong-gap-hien-nay-57461.html""><span style=""-webkit-text-stroke-width:0px;display:inline !important;float:none;font-style:normal;font-variant-caps:normal;font-variant-ligatures:none;font-weight:400;letter-spacing:0.2px;orphans:2;text-align:start;text-decoration-color:initial;text-decoration-style:initial;text-decoration-thickness:initial;text-indent:0px;text-transform:none;white-space:pre-wrap;widows:2;word-spacing:0px;"">các bệnh tai mũi họng</span></a><span style=""-webkit-text-stroke-width:0px;display:inline !important;float:none;font-style:normal;font-variant-caps:normal;font-variant-ligatures:none;font-weight:400;letter-spacing:0.2px;orphans:2;text-align:start;text-decoration-color:initial;text-decoration-style:initial;text-decoration-thickness:initial;text-indent:0px;text-transform:none;white-space:pre-wrap;widows:2;word-spacing:0px;"">, hoặc để làm ẩm niêm mạc mũi trong trường hợp không khí khô, dành cho người lớn (từ 15 tuổi trở lên).</span>",Pháp,Dạng xịt,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00059_5918248779.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09996_18f8a6958c.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00003830_humer_adulte_150ml_4957_5b61_large_8a79b48403.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00003830_humer_adulte_150ml_5609_5b61_large_2ec2547414.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00003830_humer_adulte_150ml_3219_5b61_large_afb57b0b1d.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00003830_humer_adulte_150ml_1235_5b61_large_100f5ab2c9.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09991_f7746502fe.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09992_e971b432fd.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09994_43be991bde.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00061_87c11062ee.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/HUMER_nassal_spray_2035183ecb.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/Untitled_1_15b561fd24.jpg,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/humer-adulte-150ml-3454.html
