product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
2710,Combo sữa tắm Eucerin pH5 Skin - Protection WashLotion 400ml - Nước xịt khoáng Aquaporin Active 150ml,"Sữa tắm, xà bông",">>Dược mỹ phẩm>>Chăm sóc cơ thể>>Sữa tắm, xà bông",<u>Sữa Tắm Eucerin&nbsp;PH5 Wash Lotion&nbsp;400ml</u>,"<p style=""text-align:justify;"">Sữa Tắm Eucerin&nbsp;pH5 Wash Lotion&nbsp;400ml&nbsp;giúp làm sạch làn da nhạy cảm, nâng cao khả năng tự bảo vệ của làn da.</p><p style=""text-align:justify;"">Xịt Khoáng Dưỡng Da&nbsp;Eucerin&nbsp;Aquaporin&nbsp;cung cấp độ ẩm cần thiết cho da, duy trì độ ẩm và tạo sự tươi sáng cho làn da sau khi trang điểm.</p>",,***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00014618_eucerin_sua_tam_ph5_400ml_xit_khoang_aquaporin_63073_87968_9506_6127_large_07a2dc63f2.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/eucerin-sua-tam-ph5-400ml-xit-khoang-aquaporin-63073-87968-15529.html
