product_id,product_name,product_category,product_category_tree,image_urls,product_url
312,Kim lấy máu Accu-Chek Softclix hộp 25 que,"Máy đo, que thử đường huyết","Thiết bị, dụng cụ y tế>>Máy đo, que thử đường huyết",https://cdn.tgdd.vn/Products/Images/11299/278297/kim-lay-mau-accu-chek-softclix-hop-25-que-1.jpg,
313,"Gel làm nóng Starbalm làm nóng, giảm đau cơ tuýp 100ml","Miếng dán giảm đau, hạ sốt","Thiết bị, dụng cụ y tế>>Miếng dán giảm đau, hạ sốt",https://cdn.tgdd.vn/Products/Images/12181/188890/gel-lam-nong-starbalm-warm-gel-100ml-2-1.jpg***https://cdn.tgdd.vn/Products/Images/12181/188890/gel-lam-nong-starbalm-warm-gel-100ml-4-1.jpg***https://cdn.tgdd.vn/Products/Images/12181/188890/gel-lam-nong-starbalm-warm-gel-100ml-5-1.jpg***https://cdn.tgdd.vn/Products/Images/12181/188890/gel-lam-nong-starbalm-warm-gel-100ml-6-1.jpg***https://cdn.tgdd.vn/Products/Images/12181/188890/gel-lam-nong-starbalm-warm-gel-100ml-9.jpg,
314,Miếng dán hạ sốt Lion Hiepita For Baby giảm cơn sốt cho bé 0 - 2 tuổi (6 túi x 2 miếng),"Miếng dán giảm đau, hạ sốt","Thiết bị, dụng cụ y tế>>Miếng dán giảm đau, hạ sốt",https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-5.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-8.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-9.jpg***https://cdn.tgdd.vn/Products/Images/12181/315138/mieng-dan-ha-sot-lion-hiepita-for-baby-cho-be-mac-dinh-10.jpg,
315,Bút thử thai nhanh Quickstick Midstream hộp 1 que,"Que thử thai, rụng trứng","Thiết bị, dụng cụ y tế>>Que thử thai, rụng trứng",https://cdn.tgdd.vn/Products/Images/11300/242096/but-thu-thai-quickstick-midstream-1.jpg***https://cdn.tgdd.vn/Products/Images/11300/242096/but-thu-thai-quickstick-midstream-3.jpg***https://cdn.tgdd.vn/Products/Images/11300/242096/but-thu-thai-quickstick-midstream-4.jpg***https://cdn.tgdd.vn/Products/Images/11300/242096/but-thu-thai-quickstick-midstream-5.jpg***https://cdn.tgdd.vn/Products/Images/11300/242096/but-thu-thai-quickstick-midstream-7.jpg,
316,Dụng cụ hút mũi Sài Gòn cho bé hộp 1 cái,Các dụng cụ khác,"Thiết bị, dụng cụ y tế>>Các dụng cụ khác",https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-1.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-2.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-3.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-4.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-5.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-6.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-7.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-8.jpg***https://cdn.tgdd.vn/Products/Images/11302/324636/dung-cu-hut-mui-tre-em-sai-gon-9.jpg,
317,"Nước muối Natri Clorid HDPharma 0.9% sát khuẩn, súc miệng chai 500ml","Nước muối, dung dịch sát trùng","Thiết bị, dụng cụ y tế>>Nước muối, dung dịch sát trùng",https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-2.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-3.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-4.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-5.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-6.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-7.jpg***https://cdn.tgdd.vn/Products/Images/3913/299706/natri-clorid-0-9-hd-pharma-500ml-ttbyt-8.jpg,
318,Nhiệt kế điện tử đo thân nhiệt Omron MC-246,Nhiệt kế,"Thiết bị, dụng cụ y tế>>Nhiệt kế",https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-1-1.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-2-2.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-3-2.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-4-2.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-5-2.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-06.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-7-1.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-8-1.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-9-1.jpg***https://cdn.tgdd.vn/Products/Images/11301/129162/do-nhiet-do-10.jpg,
319,Bơm kim tiêm Insulin BD Ultra-Fine II 30G x 8mm (1ml/100U) gói 1 cái,Các dụng cụ khác,"Thiết bị, dụng cụ y tế>>Các dụng cụ khác",https://cdn.tgdd.vn/Products/Images/11302/322194/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30g-02.jpg***https://cdn.tgdd.vn/Products/Images/11302/322194/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30g-001.jpg***https://cdn.tgdd.vn/Products/Images/11302/322194/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30g-003.jpg,
320,Bơm kim tiêm Insulin BD Ultra-Fine II 30G x 8mm (1ml/100U) hộp 100 cái,Các dụng cụ khác,"Thiết bị, dụng cụ y tế>>Các dụng cụ khác",https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-1-1.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-2-1.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-3.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-4.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-5.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-6.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-7.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-8.jpg***https://cdn.tgdd.vn/Products/Images/11302/322192/kim-tiem-insulin-bd-ultra-fine-8mm-1ml-30ga-h-100-9.jpg,
321,Máy xông khí dung mũi họng Omron NE-C28,Máy xông khí dung,"Thiết bị, dụng cụ y tế>>Máy xông khí dung",https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-1-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-2-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-3-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-4-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-5-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-6-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-7-1.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-8.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-9.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-10.jpg***https://cdn.tgdd.vn/Products/Images/11268/208558/may-xong-mui-hong-omron-ne-c28-11.jpg,
322,Bơm kim tiêm Insulin BD Ultra-Fine 31G x 6mm (1ml/100U) hộp 100 cái,Các dụng cụ khác,"Thiết bị, dụng cụ y tế>>Các dụng cụ khác",https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-1.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-2.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-3.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-4.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-5.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-6.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-7.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-8.jpg***https://cdn.tgdd.vn/Products/Images/11302/322195/bom-kim-tiem-insulin-bd-ultra-fine-31g-x-6mm-1ml-100u-9.jpg,
323,Băng cá nhân trong suốt Urgo Teen 2.3cm hộp 10 miếng,"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/191249/bang-ca-nhan-cho-teen-urgo-teen-10-mieng-hinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/191249/bang-ca-nhan-cho-teen-urgo-teen-10-mieng-hinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/191249/bang-ca-nhan-cho-teen-urgo-teen-10-mieng-hinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/191249/bang-ca-nhan-cho-teen-urgo-teen-10-mieng-hinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/191249/bang-ca-nhan-cho-teen-urgo-teen-10-mieng-4.jpg,
324,Gạc Urgo Compresses Stériles hộp 10 miếng (7.5cm x 7.5cm),"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-6.jpg***https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-8.jpg***https://cdn.tgdd.vn/Products/Images/8758/228793/urgo-compresses-steriles-75cm-x-75cm-hinh-9.jpg,
325,Găng tay y tế có bột Gloves S Latex Powdered Examination size M hộp 50 đôi,Găng tay y tế,"Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Găng tay y tế",https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-1.jpg***https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-3.jpg***https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-4.jpg***https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-5.jpg***https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-6.jpg***https://cdn.tgdd.vn/Products/Images/9919/242098/gang-tay-y-te-kham-s-gloves-latex-powdered-examination-size-m-7.jpg,
326,"Băng cá nhân hình thú Urgo Animal Tatoo Dressing (2,5 x 7,2cm) hộp 8 miếng","Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/222238/bang-ca-nhan-urgo-animal-tatoo-dressing-hop-8mieng-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/222238/bang-ca-nhan-urgo-animal-tatoo-dressing-hop-8mieng-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/222238/bang-ca-nhan-urgo-animal-tatoo-dressing-hop-8mieng-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/222238/bang-ca-nhan-urgo-animal-tatoo-dressing-hop-8mieng-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/222238/bang-ca-nhan-urgo-animal-tatoo-dressing-hop-8mieng-mac-dinh-6.jpg,
327,"Băng cá nhân bán thấm, tiệt trùng Urgo Optiskin (10 x 7cm) hộp 3 miếng","Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/242123/urgo-optiskin-xl-10x7cm-hop-3m-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/242123/urgo-optiskin-xl-10x7cm-hop-3m-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/242123/urgo-optiskin-xl-10x7cm-hop-3m-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/242123/urgo-optiskin-xl-10x7cm-hop-3m-mac-dinh-5.jpg,
328,Miếng dán Somaderm-L hỗ trợ làm lành vết thương (7.5cm x 7.5cm),"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/196959/bang-keo-ho-tro-lam-lanh-vet-thuong-somaderm-l-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/196959/bang-keo-ho-tro-lam-lanh-vet-thuong-somaderm-l-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/196959/bang-keo-ho-tro-lam-lanh-vet-thuong-somaderm-l-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/196959/bang-keo-ho-tro-lam-lanh-vet-thuong-somaderm-l-mac-dinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/196959/bang-keo-ho-tro-lam-lanh-vet-thuong-somaderm-l-mac-dinh-6.jpg,
329,Gạc lưới UrgoTul Ag/Silver hộp 10 miếng (5cm x 5cm),"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/225805/urgotul-ag-silver-5x5cm-2-1.jpg***https://cdn.tgdd.vn/Products/Images/8758/225805/urgotul-ag-silver-5x5cm-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/225805/urgotul-ag-silver-5x5cm-6.jpg***https://cdn.tgdd.vn/Products/Images/8758/225805/urgotul-ag-silver-5x5cm-7.jpg,
330,Băng cá nhân trong suốt Nexcare Clear Plastic (19 x 72mm) hộp 100 miếng,"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/210500/bang-ca-nhan-trong-suot-nexcare-hop-10-goi-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/210500/bang-ca-nhan-trong-suot-nexcare-hop-10-goi-5.jpg,
331,Gạc Urgo Compresses Stériles Non Tissées hộp 10 miếng (10cm x 10cm),"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/228792/urgo-compresses-steriles-10cm-x-10cm-hinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/228792/urgo-compresses-steriles-10cm-x-10cm-hinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/228792/urgo-compresses-steriles-10cm-x-10cm-hinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/228792/urgo-compresses-steriles-10cm-x-10cm-hinh-6.jpg***https://cdn.tgdd.vn/Products/Images/8758/228792/urgo-compresses-steriles-10cm-x-10cm-hinh-7.jpg,
332,Băng keo trong suốt Urogsyval Film Transparent (2.5cm x 5m),"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/226660/bang-keo-urogsyval-film-transparent-25cm-x-5m-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/226660/bang-keo-urogsyval-film-transparent-25cm-x-5m-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/226660/bang-keo-urogsyval-film-transparent-25cm-x-5m-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/226660/bang-keo-urogsyval-film-transparent-25cm-x-5m-mac-dinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/226660/bang-keo-urogsyval-film-transparent-25cm-x-5m-mac-dinh-8.jpg,
333,Băng cá nhân Urgo Hydrocolloid Pad Dressing hộp 6 miếng,"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-1.jpg***https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-6.jpg***https://cdn.tgdd.vn/Products/Images/8758/230853/bang-ca-nhan-hydrocolloid-pad-dressing-h-6m-hinh-7.jpg,
334,Băng cá nhân trong suốt Urgo Women hộp 10 miếng,"Băng, gạc y tế","Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Băng, gạc y tế",https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-1.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-2.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-3.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-4.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-5.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-6.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-7.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-8.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-9.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-10.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-11.jpg***https://cdn.tgdd.vn/Products/Images/8758/242033/bang-keo-ca-nhan-urgo-women-10m-12.jpg,
335,Găng tay y tế không bột Latex I'm Glove size M hộp 50 đôi,Găng tay y tế,"Thiết bị, dụng cụ y tế>>Bông gòn, băng gạc, găng tay>>Găng tay y tế",https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-1.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-2.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-3.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-4.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-5.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-6.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-7.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-8.jpg***https://cdn.tgdd.vn/Products/Images/9919/326229/gang-tay-cao-su-y-te-latex-khong-bot-i-m-glove-size-m-hop-50-doi-9.jpg,
336,product_name,category_lv3,category_lv1>>category_lv2>>category_lv3,,
337,"Kem Yoosun rau má dịu mẫn ngứa, ngừa mụn, mát da tuýp 25g","Trị mụn, ngừa sẹo, mờ thâm","Dược mỹ phẩm>>Mỹ phẩm>>Trị mụn, ngừa sẹo, mờ thâm",https://cdn.tgdd.vn/Products/Images/12018/129530/kem-tri-tham-rau-ma-yoosun-20g-mau-cu-moi-1.jpg***https://cdn.tgdd.vn/Products/Images/12018/129530/yoosun-25g-9.jpg***https://cdn.tgdd.vn/Products/Images/12018/129530/yoosun-25g-11.jpg,
338,Bông tẩy trang Niva mềm mịn dạng tròn gói 100 miếng,Tẩy trang,Dược mỹ phẩm>>Mỹ phẩm>>Tẩy trang,https://cdn.tgdd.vn/Products/Images/3708/260536/bong-tay-trang-niva-tui-tron-100-mieng-1.jpg***https://cdn.tgdd.vn/Products/Images/3708/260536/bong-tay-trang-niva-tui-tron-100-mieng-2.jpg***https://cdn.tgdd.vn/Products/Images/3708/260536/bong-tay-trang-niva-tui-tron-100-mieng-3.jpg***https://cdn.tgdd.vn/Products/Images/3708/260536/bong-tay-trang-niva-tui-tron-100-mieng-4.jpg,
339,Bông tẩy trang Mihoo mềm mịn dạng tròn gói 200 miếng,Tẩy trang,Dược mỹ phẩm>>Mỹ phẩm>>Tẩy trang,https://cdn.tgdd.vn/Products/Images/3708/235174/bong-tay-trang-mihoo-tron-200-mieng-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/3708/235174/bong-tay-trang-mihoo-tron-200-mieng-mac-dinh-3.jpg***https://cdn.tgdd.vn/Products/Images/3708/235174/bong-tay-trang-mihoo-tron-200-mieng-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/3708/235174/bong-tay-trang-mihoo-tron-200-mieng-mac-dinh-5.jpg***https://cdn.tgdd.vn/Products/Images/3708/235174/bong-tay-trang-mihoo-tron-200-mieng-mac-dinh-6.jpg,
340,"Kem Dizigone Nano Bạc kháng khuẩn, ngừa sẹo tuýp 25g","Trị mụn, ngừa sẹo, mờ thâm","Dược mỹ phẩm>>Mỹ phẩm>>Trị mụn, ngừa sẹo, mờ thâm",https://cdn.tgdd.vn/Products/Images/12018/230859/dizigone-nano-bac-tuyp-25g-mac-dinh-2.jpg***https://cdn.tgdd.vn/Products/Images/12018/230859/dizigone-nano-bac-tuyp-25g-mac-dinh-4.jpg***https://cdn.tgdd.vn/Products/Images/12018/230859/dizigone-nano-bac-tuyp-25g-mac-dinh-5.jpg***https://cdn.tgdd.vn/Products/Images/12018/230859/dizigone-nano-bac-tuyp-25g-mac-dinh-6.jpg***https://cdn.tgdd.vn/Products/Images/12018/230859/dizigone-nano-bac-tuyp-25g-mac-dinh-9.jpg,
341,Kem rửa mặt Hada Labo Advanced Nourish dưỡng ẩm da tuýp 80g,"Kem, sữa rửa mặt","Dược mỹ phẩm>>Mỹ phẩm>>Kem, sữa rửa mặt",https://cdn.tgdd.vn/Products/Images/2504/165156/kem-rua-mat-hada-labo-advanced-nourish-cleanser-6.jpg***https://cdn.tgdd.vn/Products/Images/2504/165156/kem-rua-mat-hada-labo-advanced-nourish-cleanser-1.jpg***https://cdn.tgdd.vn/Products/Images/2504/165156/kem-rua-mat-hada-labo-advanced-nourish-cleanser-2.jpg***https://cdn.tgdd.vn/Products/Images/2504/165156/kem-rua-mat-hada-labo-advanced-nourish-cleanser-3.jpg***https://cdn.tgdd.vn/Products/Images/2504/165156/kem-rua-mat-hada-labo-advanced-nourish-cleanser-4.jpg,
342,"Gel Megaduo Plus ngừa mụn trứng cá, ngừa thâm tuýp 15g","Trị mụn, ngừa sẹo, mờ thâm","Dược mỹ phẩm>>Mỹ phẩm>>Trị mụn, ngừa sẹo, mờ thâm",https://cdn.tgdd.vn/Products/Images/12018/129571/megaduo-gel-15g-1.jpg***https://cdn.tgdd.vn/Products/Images/12018/129571/megaduo-gel-15g-3-3.jpg***https://cdn.tgdd.vn/Products/Images/12018/129571/megaduo-gel-15g-4-2.jpg***https://cdn.tgdd.vn/Products/Images/12018/129571/megaduo-gel-15g-5-1.jpg***https://cdn.tgdd.vn/Products/Images/12018/129571/megaduo-gel-15g-6-1.jpg,
