product_name	price	category_lv1	category_lv2	category_lv3	product_code	packaging	effect	image	describe
Bao cao su Durex Kingtex ôm sát, vừa vặn 49mm hộp 3 cái	45.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		310023	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/310023/bao-cao-su-durex-kingtex-om-sat-vua-van-49mm-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/310023/bao-cao-su-durex-kingtex-om-sat-vua-van-49mm-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/310023/bao-cao-su-durex-kingtex-om-sat-vua-van-49mm-3.jpg']	Đặc điểm sản phẩm Durex được ra đời năm 1915, là thương hiệu bao cao su nổi tiếng thuộc tập đoàn Reckitt Benckiser của Anh.  Bao cao su Durex Kingtex hộp 3 cái giữ nguyên tiêu chuẩn thiết kế truyền thống, sản phẩm có độ bền bỉ cao cùng chất lượng tuyệt hảo. Với kích thước 49mm, cùng với silicone bôi trơn sẽ đem lại cảm giác ôm khít, giúp bạn tự tin chinh phục cuộc yêu. Nhìn chung, bao cao su Durex là một sản phẩm bao cao su hiệu quả và giúp tăng cường sự bảo vệ cho người sử dụng. Sản phẩm dùng để tránh thai và các bệnh lây nhiễm qua đường tình dục, đảm bảo an toàn tối đa cho người sử dụng.  Hướng dẫn sử dụng Xé dọc một bên gói, tránh làm rách bao cao su bên trong. Mang bao cao su vào khi dương vật cương. Ngay sau khi xuất tinh, rút dương vật ra khi vẫn còn đang cương bằng cách giữ chặt bao cao su. Chỉ tháo bao cao su ra khi dương vật đã được rút ra hoàn toàn.
Bao cao su Durex Invisible siêu mỏng, ôm khít 52mm hộp 3 cái	90.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		155794	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/155794/bao-cao-su-sieu-mong-durex-3s-3-cai-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/155794/bao-cao-su-sieu-mong-durex-3s-3-cai-2-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/155794/bao-cao-su-sieu-mong-durex-3s-3-cai-4.jpg']	Đặc điểm nổi bật Bao cao su Durex Invisible Extra Thin Extra Sensitive có thiết kế siêu mỏng cho cảm giác chân thực nhất nhưng vẫn đảm bảo độ an toàn tuyệt đối. Bao cao su Durex được thiết kế dạng thẳng giúp bao vừa vặn, ôm sát, có thêm thành phần chất bôi trơn, giúp bạn dễ đeo bao cũng như tạo cho bạn cảm giác mượt mà và không bị đau khi quan hệ. Sản phẩm được làm hoàn toàn từ 100% mủ cao su thiên nhiên, an toàn cho người sử dụng. Thiết kế đường kính: 52mm. Hướng dẫn sử dụng Xé bao, tránh làm rách bao cao su bên trong. Mang bao cao su vào khi dương vật cương. Ngay sau khi xuất tinh, rút dương vật ra khi vẫn còn đang cương bằng cách giữ chặt bao cao su.
Bao cao su Durex Performa kéo dài thời gian hưng phấn 52mm hộp 3 cái	72.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		77194	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/77194/durex-bao-cao-su-performa-3-s-new-2-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/77194/durex-bao-cao-su-performa-3-s-new-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/77194/durex-bao-cao-su-performa-3-s-new-2.jpg']	Đặc điểm nổi bật Bao cao su Durex Performa với công thức mới lạ chứa Benzocain 5% giúp kéo dài thời gian hưng phấn, giúp cuộc yêu được kéo dài hơn. Ngoài ra, bên ngoài bao cao su Durex còn có một lớp gel bôi trơn, giúp cho quá trình quan hệ diễn ra suôn sẻ hơn, phụ nữ sẽ cảm thấy thoải mái, không bị đau rát hay khó chịu do ma sát.  Sản phẩm dùng để tránh thai và các bệnh lây nhiễm qua đường tình dục, đảm bảo an toàn tối đa cho người sử dụng. Kích thước: 52 mm. Hướng dẫn sử dụng Xé dọc một bên gói, không dùng móng tay, răng hoặc bất cứ vật gì có khả năng làm rách bao cao su bên trong.  Mang bao vào khi dương vật cương cứng, chú ý bóp núm cao su cho không khí không còn bên trong khi mang vào. Vuốt dọc bao phủ toàn bộ dương vật cho đến tận gốc. 
Bao cao su Sagami Xtreme siêu mỏng 52mm hộp 10 cái	79.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		129068	10 cái		['https://cdn.tgdd.vn/Products/Images/2519/129068/sagami-xtreme-superthin-10c-hinh-2-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129068/sagami-xtreme-superthin-10c-hinh-4-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129068/sagami-xtreme-superthin-10c-hinh-6-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129068/sagami-xtreme-superthin-10c-hinh-8-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129068/sagami-xtreme-superthin-10c-3-2.jpg']	Đặc điểm nổi bật Sagami Xtreme Love Me Gold là bao cao su siêu mỏng, được ưa chuộng hàng đầu trong dòng bao cao su mỏng trơn ở Nhật Bản và châu Á. Được làm từ chất liệu cao su thiên nhiên cao cấp, bao cao su chỉ có độ mỏng 0.04mm, co giãn linh hoạt đem lại cảm giác chân thực cho cặp đôi. Bề mặt bao cao su Sagami được phủ chất bôi trơn Silicone cao cấp không màu, không mùi, cho bạn cảm giác mềm mượt, tự nhiên. Hướng dẫn sử dụng Đeo bao cao su Sagami vào dương vật đang cương cứng trước khi có bất kỳ tiếp xúc nào giữa dương vật và cơ thể bạn tình. Dịch chảy ra từ dương vật trong giai đoạn “khởi động trước khi cương cứng” có thể chứa tinh trùng và các mầm bệnh STIs. Cẩn thận xé vỏ bảo vệ tại vị trí cạnh răng cưa để tránh bị hư hại bao cao su. Lộn ngược bao cao su rồi chụp lên đầu dương vật. Nếu có không khí bên đầu chứa tinh dịch, bóp nhẹ để đẩy hết không khí ra.
Bao cao su Durex Invisible Extra Thin siêu mỏng, ôm khít 52mm hộp 10 cái	225.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		190300	10 cái		['https://cdn.tgdd.vn/Products/Images/2519/190300/bao-cao-su-sieu-mong-durex-invisible-10-cai-1-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/190300/bao-cao-su-sieu-mong-durex-invisible-10-cai-4-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/190300/bao-cao-su-sieu-mong-durex-invisible-10-cai-5-1.jpg']	Đặc điểm nổi bật Bao cao su Durex Invisible Extra Thin Extra Sensitive có thiết kế siêu mỏng cho cảm giác chân thực nhất nhưng vẫn đảm bảo an toàn độ an toàn tuyệt đối. Kiểu dáng bao cao su Durex dạng thẳng giúp bao vừa vặn, ôm sát, có thêm thành phần chất bôi trơn, giúp bạn dễ đeo bao cũng như tạo cho bạn cảm giác trơn tru và không bị đau khi quan hệ. Sản phẩm được làm hoàn toàn từ 100% mủ cao su thiên nhiên, an toàn cho người sử dụng. Thiết kế đường kính: 52mm. Hướng dẫn sử dụng Xé bao, tránh làm rách bao cao su bên trong. Mang bao cao su vào khi dương vật cương. Ngay sau khi xuất tinh, rút dương vật ra khi vẫn còn đang cương bằng cách giữ chặt bao cao su.
Bao cao su Durex Kingtex ôm sát, vừa vặn 49mm hộp 12 cái	145.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		88391	12 cái		['https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88391/hop-12-cai-bao-cao-su-durex-kingtex-khong-mui-49mm-mac-dinh-8.jpg']	Đặc điểm sản phẩm Bao cao su Durex Kingtex hộp 12 cái được thiết kế để cung cấp cho bạn một sự vừa vặn hơn bao giờ hết, cho bạn cảm giác mãnh liệt hơn. Bao cao su chứa một lượng nhiều gel bôi trơn, giúp cho cuộc yêu trở nên dễ dàng, thân mật và gần gũi. Cỡ bao ôm sát (độ rộng: 49mm), bao cao su Kingtex với chất bôi trơn quen thuộc. Kiểu dáng thẳng, dễ mang vào, có đầu chứa tinh dịch. Bao cao su Durex với nhiều mẫu mã, nhiều loại size phù hợp cho từng người giúp ngăn ngừa tối thiểu khả năng mang thai ngoài ý muốn mà sản phẩm này còn giúp hạn chế việc lây nhiễm các bệnh lây qua đường tình dục. Hướng dẫn sử dụng Sử dụng bao cao su mới cho mỗi lần quan hệ. Xé bao cẩn thận, không dùng móng tay, răng hoặc bất cứ vật gì có khả năng làm rách bao cao su bên trong.  Trước khi bắt đầu quan hệ, đeo bao cao su vào đầu dương vật đang cương cứng, chú ý mặt trong và mặt ngoài 
Bao cao su Okamoto Skinless Skin Purity 53mm hộp 10 cái	72.900₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		89750	10 cái		['https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/89750/bao-cao-su-okamoto-skinless-skin-purity-53mm-hop-10-cai-mac-dinh-8.jpg']	"Đặc điểm Bao cao su Okamoto là nhãn hiệu bao cao su bán chạy số 1 Nhật Bản, được thành lập từ năm 1934. Hơn 8 thập kỉ trôi qua, Okamoto luôn khẳng định được vị trí dẫn đầu của ngành công nghiệp bao cao su ở Nhật về cả doanh số lẫn độ tin dùng về chất lượng sản phẩm. Bao cao su Okamoto Skinless Skin Purity 53mm được làm từ mủ cao su thiên nhiên cao cấp, đáp ứng các yêu cầu và điều kiện sản xuất nghiêm ngặt, đảm bảo an toàn tối đa cho người sử dụng. Thiết kế siêu mỏng (0.05mm), dẻo dai giúp mang đến cảm giác chân thật như không sử dụng bao cao su, cho chàng và nàng luôn thoải mái, hứng thú khi ""yêu"". Sản phẩm không mùi tinh khiết, không sử dụng với thuốc khử trùng, chất bôi trơn có gốc dầu hay các sản phẩm hữu cơ có liên quan mà chỉ sử dụng chất bôi trơn gốc nước giúp an toàn cho da. Thành phần Cao su thiên nhiên, chất bôi trơn gốc nước."
Bao cao su Sagami Xtreme Feel Long có chấm bi nhỏ 55mm hộp 10 cái	85.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		129067	10 cái		['https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-8.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129067/sagami-xtreme-feel-long-hinh-9.jpg']	Đặc điểm nổi bật Bao cao su có gai Sagami Xtreme feel long được thiết kế khá đặc biệt với vô số những chấm bi nhỏ trên thân và phần đầu của bao giúp tăng kích thích hưng phấn cho nữ.  Đồng thời bao cao su Sagami còn có thêm chất chống xuất tinh sớm cùng thiết kế siêu mỏng giúp kéo dài thời gian quan hệ và giúp tăng cảm giác cho người dùng. Bao cao su Sagami với màu xanh tươi mát, không mùi, không gây dị ứng. Kích thước: dài 190 ± 10 mm, rộng 53 ± 2 mm. Khi sử dụng đúng cách, bao cao su sẽ giúp tránh thai, HIV (AIDS) và chăm sóc sức khỏe tránh khỏi các bệnh lây nhiễm qua đường tình dục (STIs) khác như: giang mai, bệnh lậu, viêm gan B, nấm cổ tử cung, herpes,...Tuy nhiên, không có phương pháp nào đảm bảo an toàn 100% cả. Nếu sử dụng thêm chất bôi trơn, cần đảm bảo chất bôi trơn đó tương thích với bao cao su. Không sử dụng bao đã hết hạn dùng. Hướng dẫn sử dụng Đeo bao cao su vào dương vật đang cương cứng trước khi có bất kỳ tiếp xúc nào giữa dương vật và cơ thể bạn tình. Dịch chảy ra từ dương vật trong giai đoạn “khởi động trước khi cương cứng” có thể chứa tinh trùng và các mầm bệnh STIs.
Gel bôi trơn Durex Play Classic dịu nhẹ chai 50ml	90.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		207949	50ml		['https://cdn.tgdd.vn/Products/Images/2519/207949/gel-boi-tron-durex-play-classic-50ml-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/207949/gel-boi-tron-durex-play-classic-50ml-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/207949/gel-boi-tron-durex-play-classic-50ml-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/207949/gel-boi-tron-durex-play-classic-50ml-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/207949/gel-boi-tron-durex-play-classic-50ml-mac-dinh-6.jpg']	Gel bôi trơn Durex chính là vị cứu tinh cho các cô nàng có cơ địa khô hạn hoặc ít nhờn, giúp mỗi cuộc yêu không còn là nỗi ám ảnh, đem đến những cảm xúc thăng hoa chân thật nhất cho các cặp đôi.  Với thành phần chất bôi trơn gốc nước dễ làm sạch và tinh chất lô hội giúp làm mát, sản phẩm này chính là sự lựa chọn thông minh giúp cuộc sống dễ dàng hơn. Vì thế việc sử dụng gel Durex classic như một biện pháp hỗ trợ giúp tăng thêm cảm giác, dễ dàng mang lại những cảm xúc thăng hoa cho các cuộc yêu. Thành phần Aloe vera, Sodium hydroxide, Acid benzoic, Propylene glycol, Nước tinh khiết, Glycerin, Citric Acid, Hydroxyethyl cellulose, Xanthan gum. Công dụng Gel bôi trơn dịu nhẹ, thuần gốc nước cho khoái cảm dâng trào. Giảm bớt sự khó chịu do “cô bé” bị khô.
Bao cao su Durex Performa kéo dài thời gian hưng phấn 52mm hộp 12 cái	229.500₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		88389	12 cái		['https://cdn.tgdd.vn/Products/Images/2519/88389/bao-cao-su-durex-performa-12s-new-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88389/bao-cao-su-durex-performa-12s-new-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88389/bao-cao-su-durex-performa-12s-new-2.jpg']	Đặc điểm nổi bật Bao cao su Durex Performa với công thức mới lạ chứa Benzocain 5% giúp kéo dài thời gian hưng phấn, giúp cuộc yêu được kéo dài hơn. Ngoài ra, bên ngoài bao cao su Durex còn có một lớp gel bôi trơn, giúp cho quá trình quan hệ diễn ra suôn sẻ hơn, phụ nữ sẽ cảm thấy thoải mái, không bị đau rát hay khó chịu do ma sát.  Sản phẩm dùng để tránh thai và các bệnh lây nhiễm qua đường tình dục, đảm bảo an toàn tối đa cho người sử dụng. Kích thước: 52mm Hướng dẫn sử dụng Xé dọc một bên gói, không dùng móng tay, răng hoặc bất cứ vật gì có khả năng làm rách bao cao su bên trong.  Mang bao vào khi dương vật cương cứng, chú ý bóp núm cao su cho không khí không còn bên trong khi mang vào. Vuốt dọc bao phủ toàn bộ dương vật cho đến tận gốc. 
Bao cao su Durex Sensual hương dâu 52mm hộp 3 cái	46.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		218010	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/218010/durex-sensual-huong-dau-52mm-hop-3-chiec-1.jpg']	Đặc điểm nổi bật Bao cao su Durex Sensual Strawberry có hương dâu ngọt ngào, xua tan mùi cao su gây khó chịu, đem lại cảm giác mới mẻ khi yêu. Sản phẩm có chấm nổi giúp tăng khoái cảm, kích thích khi quan hệ. Với thiết kế tiêu chuẩn đường kính 52mm cùng gel bôi trơn silicone cho cảm giác vừa vặn, an toàn và dễ đeo. Bao cao su Durex được làm từ 100% mủ cao su thiên nhiên, độ an toàn cao, không gây kích ứng da. Hướng dẫn sử dụng Xé dọc một bên gói Bao cao su Durex, tránh làm rách. Mang bao cao su vào khi dương vật cương. Ngay sau khi xuất tinh, rút dương vật ra khi vẫn còn đang cương bằng cách giữ chặt bao cao su. Chỉ tháo bao cao su ra khi dương vật đã được rút ra hoàn toàn.
Bao cao su Sagami Xtreme gân nổi, có gai 52mm hộp 3 cái	32.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		129066	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-hinh-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-trang-3c-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-hinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-hinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-hinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-hinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/129066/sagami-xtreme-trang-3c-4.jpg']	Đặc điểm nổi bật Bao cao su với thiết kế có gân, gai và 1 lần thắt mang lại những giây phút thăng hoa trong tình yêu lứa đôi. Bao cao su được thiết kế với đường kính 52mm, dài 190mm. Mang lại cảm giác chân thực. Bao cao su Sagami Xtreme gân nổi 52mm có chứa chất bôi trơn, mỏng, truyền nhiệt nhanh, co giãn theo kích cỡ. Hướng dẫn sử dụng Đeo bao cao su Sagami vào dương vật đang cương cứng trước khi có bất kỳ tiếp xúc nào giữa dương vật và cơ thể bạn tình. Dịch chảy ra từ dương vật trong giai đoạn “khởi động trước khi cương cứng” có thể chứa tinh trùng và các mầm bệnh STIs. Cẩn thận xé vỏ bảo vệ tại vị trí cạnh răng cưa để tránh bị hư hại bao cao su. Lộn ngược bao cao su rồi chụp lên đầu dương vật. Nếu có không khí bên đầu chứa tinh dịch, bóp nhẹ để đẩy hết không khí ra. Dùng tay vuốt chậm - đều từ đầu bao cao su xuống cuối của dương vật. Nếu bao cao su không tuột xuống dễ dàng nghĩa là bạn đã đeo không đúng chiều, nên huỷ bỏ và dùng một cái mới khác.
Bao cao su Durex Pleasuremax có chấm nổi 56mm hộp 3 cái	77.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		191229	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/191229/bao-cao-su-co-gan-hat-noi-durex-pleasuremax-3-cai-new-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/191229/bao-cao-su-co-gan-hat-noi-durex-pleasuremax-3-cai-2-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/191229/bao-cao-su-co-gan-hat-noi-durex-pleasuremax-3-cai-3-2.jpg']	Đặc điểm nổi bật Bao cao su Durex Pleasuremax được làm từ 100% mủ cao su thiên nhiên, an toàn, không gây kích ứng da. Sản phẩm có gân và chấm nổi giúp tăng khoái cảm, để khi yêu được nồng cháy hơn. Thiết kế kiểu dáng easy-on, đồng thời được bổ sung gel bôi trơn silicone giúp dễ mang vào. Bao cao su Durex có đường kính 54 - 58mm. Thành phần Mủ cao su thiên nhiên, kết hợp chất bôi trơn silicon + Zeus. Công dụng Bao cao su Durex Pleasuremax giúp bảo vệ người dùng khỏi các bệnh lây nhiễm qua đường tình dục. Hướng dẫn sử dụng Xé dọc một bên gói, tránh làm rách.
Bao cao su Durex Fetherlite 52.5mm hộp 3 cái	62.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		77192	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/77192/durex-bao-cao-su-fetherlite-3s-new-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/77192/durex-bao-cao-su-fetherlite-3s-new-3-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/77192/durex-bao-cao-su-fetherlite-3s-new-2-1.jpg']	Đặc điểm nổi bật Bao cao su Durex Fetherlite đến từ thương hiệu Durex được thiết kế siêu mỏng, ôm khít vừa vặn giúp tăng khoái cảm khi quan hệ, tạo cảm giác thật hơn trong khi yêu. Sản phẩm dù được thiết kế mỏng tăng trải nghiệm người dùng nhưng vẫn giữ đúng tiêu chuẩn đảm bảo an toàn tối đa mục đích tránh thai và các bệnh lây nhiễm qua đường tình dục. Kích thước: Rộng 52.5mm Hướng dẫn sử dụng Xé dọc một bên gói, không dùng móng tay, răng hoặc bất cứ vật gì có khả năng làm rách bao cao su bên trong.  Mang bao vào khi dương vật cương cứng, chú ý bóp núm cao su cho không khí không còn bên trong khi mang vào. Vuốt dọc bao phủ toàn bộ dương vật cho đến tận gốc.  Sau khi xuất tinh, giữ nhẹ đầu bao cao su và rút dương vật ra ngoài khi còn cương cứng.  Gói bao cao su đã dùng vào khăn giấy rồi bỏ vào thùng rác. Rửa tay sạch với nước và xà phòng.
Bao cao su Durex Fetherlite Ultima đặc biệt siêu mỏng 52mm hộp 12 cái	234.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		88398	12 cái		['https://cdn.tgdd.vn/Products/Images/2519/88398/bao-cao-su-durex-fether-ultima-12s-new-1-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88398/bao-cao-su-durex-fether-ultima-12s-new-2-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/88398/bao-cao-su-durex-fether-ultima-12s-new-3-3.jpg']	"Đặc điểm nổi bật Bao cao su Durex Fetherlite Ultima được thiết kế đặc biệt siêu mỏng, mỏng hơn 20% so với các loại thông thường khác nhưng vẫn cực dẻo dai và an toàn, mang lại cảm giác chân thật trong ""cuộc yêu"". Ngoài ra, ngoài bề mặt Durex Fetherlite Ultima còn chứa lượng gel bôi trơn giúp việc quan hệ trơn mượt, tránh đau rát cho phụ nữ. Sản phẩm dùng để tránh thai và các bệnh lây nhiễm qua đường tình dục, đảm bảo an toàn tối đa cho người sử dụng.  Kích thước: 52mm.  Công dụng Bao cao su Durex bảo vệ người dùng khỏi các bệnh lây nhiễm qua đường tình dục. Hướng dẫn sử dụng Xé dọc một bên gói, không dùng móng tay, răng hoặc bất cứ vật gì có khả năng làm rách bao cao su bên trong. "
Bao cao su Durex Naughty hương Socola 52mm hộp 3 cái	46.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		218011	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/218011/durex-naughty-chocolate-52mm-hop-3-chiec-1.jpg']	Đặc điểm nổi bật Bao cao su Durex Naughty hương Socola 52mm hộp 3 cái xua tan mùi cao su gây khó chịu. Sản phẩm bao cao su có chấm nổi giúp tăng khoái cảm, kích thích khi quan hệ. Với thiết kế tiêu chuẩn đường kính 52mm cùng gel bôi trơn silicone cho cảm giác vừa vặn, an toàn và dễ đeo. Bao cao su Durex được làm từ 100% mủ cao su thiên nhiên, độ an toàn cao, không gây kích ứng da. Hướng dẫn sử dụng Xé dọc một bên gói bao cao su Durex, tránh làm rách. Mang bao cao su vào khi dương vật cương. Ngay sau khi xuất tinh, rút dương vật ra khi vẫn còn đang cương bằng cách giữ chặt bao cao su. Chỉ tháo bao cao su ra khi dương vật đã được rút ra hoàn toàn.
Bao cao su Dolphi ultra thin siêu mỏng 52mm hộp 3 cái	46.700₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		260143	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/260143/dolphi-ultra-thin-size-52mm-hop-3-chiec-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/260143/dolphi-ultra-thin-size-52mm-hop-3-chiec-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/260143/dolphi-ultra-thin-size-52mm-hop-3-chiec-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/260143/dolphi-ultra-thin-size-52mm-hop-3-chiec-mac-dinh-8.jpg']	Đặc điểm nổi bật Bao cao su Dolphi ultra thin siêu mỏng 52mm được làm từ cao su hoàn toàn tự nhiên được làm sạch đặc biệt, dẫn nhiệt tốt, đàn hồi tốt, chắc chắn, đảm bảo an toàn và tạo ra những trải nghiệm xúc giác tự nhiên, chân thật nhất. Sản phẩm bao cao su Dolphi ứng dụng công nghệ sản xuất hiện đại khép kín và kiểm tra chất lượng điện tử kỹ lưỡng đa cấp trong tất cả các công đoạn sản xuất để đảm bảo chất lượng của thành phẩm tốt nhất và đồng nhất. Có đa dạng lựa chọn về kích cỡ, kiểu dáng để phù hợp với sở thích cá nhân, giúp người dùng tối đa trải nghiệm, làm mới cuộc yêu, tối đa khoái cảm. Thông số kỹ thuật Chiều dài: 180 mm + 5 mm  Chiều rộng: 52 mm + 2mm Độ dày: 0,04 mm Hình dáng: Thẳng và có núm ở đầu bao Kết cấu: trơn
Bao cao su Durex Jeans ôm sát, bôi trơn 52.5mm hộp 3 cái	34.000₫	Chăm sóc cá nhân	Bao cao su, gel bôi trơn		237372	3 cái		['https://cdn.tgdd.vn/Products/Images/2519/237372/bao-cao-su-durex-jeans-om-sat-boi-tron-52-5mm-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/237372/bao-cao-su-durex-jeans-om-sat-boi-tron-52-5mm-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/237372/bao-cao-su-durex-jeans-om-sat-boi-tron-52-5mm-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/237372/bao-cao-su-durex-jeans-om-sat-boi-tron-52-5mm-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2519/237372/bao-cao-su-durex-jeans-om-sat-boi-tron-52-5mm-5.jpg']	Đặc điểm sản phẩm - Bao cao su tiêu chuẩn của Durex vẫn luôn giữ nguyên giá trị về độ bền và chất lượng tuyệt hảo đã được tín nhiệm từ năm 1929. - Bao cao su Durex Jeans có thành bao láng mịn và được bôi trơn sẵn, cho cuộc yêu thêm thú vị, vẫn đảm bảo an toàn với chất lượng bạn luôn tin tưởng từ Durex. - Kiểu dáng easy-on, dễ mang vào, có đầu chứa tinh dịch. - Có thêm chất bôi trơn. - Chất lượng Durex: 100% bao cao su Durex được kiểm nghiệm bằng điện tử cùng 5 công đoạn kiểm tra chất lượng, cũng như được kiểm nghiệm trên da. Thông số sản phẩm - Cỡ bao thông thường (độ rộng: 52.5mm), bao cao su latex với chất bôi trơn quen thuộc. - Chủng loại: Durex Jeans. Công dụng
